_partition,_aspect,_key,_type,_value
Column,container_damaged_leaking_fu,displayChoicesList,object,"[{""choice_list_name"":""followup_values"",""data_value"":1,""display"":{""text"":""Report as Emergency""},""_row_num"":15},{""choice_list_name"":""followup_values"",""data_value"":2,""display"":{""text"":""Repair Needed""},""_row_num"":16},{""choice_list_name"":""followup_values"",""data_value"":3,""display"":{""text"":""Replacement Needed""},""_row_num"":17}]"
Column,container_damaged_leaking_fu,displayFormat,string,""
Column,container_damaged_leaking_fu,displayName,string,"""container_damaged_leaking_fu"""
Column,container_damaged_leaking_fu,displayVisible,boolean,TRUE
Column,container_damaged_leaking_fu,joins,object,""
Column,contents,displayChoicesList,object,[]
Column,contents,displayFormat,string,""
Column,contents,displayName,string,"""contents"""
Column,contents,displayVisible,boolean,TRUE
Column,contents,joins,object,""
Column,guage_doesnot_function,displayChoicesList,object,"[{""choice_list_name"":""yesno"",""data_value"":""Yes"",""display"":{""text"":""Yes""},""_row_num"":12},{""choice_list_name"":""yesno"",""data_value"":""No"",""display"":{""text"":""No""},""_row_num"":13},{""choice_list_name"":""yesno"",""data_value"":""N/A"",""display"":{""text"":""NA""},""_row_num"":14}]"
Column,guage_doesnot_function,displayFormat,string,""
Column,guage_doesnot_function,displayName,string,"""guage_doesnot_function"""
Column,guage_doesnot_function,displayVisible,boolean,TRUE
Column,guage_doesnot_function,joins,object,""
Column,guage_doesnot_function_custom,displayChoicesList,object,[]
Column,guage_doesnot_function_custom,displayFormat,string,""
Column,guage_doesnot_function_custom,displayName,string,"""guage_doesnot_function_custom"""
Column,guage_doesnot_function_custom,displayVisible,boolean,TRUE
Column,guage_doesnot_function_custom,joins,object,""
Column,guage_doesnot_function_fu,displayChoicesList,object,"[{""choice_list_name"":""followup_values"",""data_value"":1,""display"":{""text"":""Report as Emergency""},""_row_num"":15},{""choice_list_name"":""followup_values"",""data_value"":2,""display"":{""text"":""Repair Needed""},""_row_num"":16},{""choice_list_name"":""followup_values"",""data_value"":3,""display"":{""text"":""Replacement Needed""},""_row_num"":17}]"
Column,guage_doesnot_function_fu,displayFormat,string,""
Column,guage_doesnot_function_fu,displayName,string,"""guage_doesnot_function_fu"""
Column,guage_doesnot_function_fu,displayVisible,boolean,TRUE
Column,guage_doesnot_function_fu,joins,object,""
Column,inspection_id,displayChoicesList,object,[]
Column,inspection_id,displayFormat,string,""
Column,inspection_id,displayName,string,"""inspection_id"""
Column,inspection_id,displayVisible,boolean,TRUE
Column,inspection_id,joins,object,""
Column,label_sign_missing,displayChoicesList,object,"[{""choice_list_name"":""yesno"",""data_value"":""Yes"",""display"":{""text"":""Yes""},""_row_num"":12},{""choice_list_name"":""yesno"",""data_value"":""No"",""display"":{""text"":""No""},""_row_num"":13},{""choice_list_name"":""yesno"",""data_value"":""N/A"",""display"":{""text"":""NA""},""_row_num"":14}]"
Column,label_sign_missing,displayFormat,string,""
Column,label_sign_missing,displayName,string,"""label_sign_missing"""
Column,label_sign_missing,displayVisible,boolean,TRUE
Column,label_sign_missing,joins,object,""
Column,label_sign_missing_custom,displayChoicesList,object,[]
Column,label_sign_missing_custom,displayFormat,string,""
Column,label_sign_missing_custom,displayName,string,"""label_sign_missing_custom"""
Column,label_sign_missing_custom,displayVisible,boolean,TRUE
Column,label_sign_missing_custom,joins,object,""
Column,label_sign_missing_fu,displayChoicesList,object,"[{""choice_list_name"":""followup_values"",""data_value"":1,""display"":{""text"":""Report as Emergency""},""_row_num"":15},{""choice_list_name"":""followup_values"",""data_value"":2,""display"":{""text"":""Repair Needed""},""_row_num"":16},{""choice_list_name"":""followup_values"",""data_value"":3,""display"":{""text"":""Replacement Needed""},""_row_num"":17}]"
Column,label_sign_missing_fu,displayFormat,string,""
Column,label_sign_missing_fu,displayName,string,"""label_sign_missing_fu"""
Column,label_sign_missing_fu,displayVisible,boolean,TRUE
Column,label_sign_missing_fu,joins,object,""
Column,secondary_containment_inadequate,displayChoicesList,object,"[{""choice_list_name"":""yesno"",""data_value"":""Yes"",""display"":{""text"":""Yes""},""_row_num"":12},{""choice_list_name"":""yesno"",""data_value"":""No"",""display"":{""text"":""No""},""_row_num"":13},{""choice_list_name"":""yesno"",""data_value"":""N/A"",""display"":{""text"":""NA""},""_row_num"":14}]"
Column,secondary_containment_inadequate,displayFormat,string,""
Column,secondary_containment_inadequate,displayName,string,"""secondary_containment_inadequate"""
Column,secondary_containment_inadequate,displayVisible,boolean,TRUE
Column,secondary_containment_inadequate,joins,object,""
Column,secondary_containment_inadequate_custom,displayChoicesList,object,[]
Column,secondary_containment_inadequate_custom,displayFormat,string,""
Column,secondary_containment_inadequate_custom,displayName,string,"""secondary_containment_inadequate_custom"""
Column,secondary_containment_inadequate_custom,displayVisible,boolean,TRUE
Column,secondary_containment_inadequate_custom,joins,object,""
Column,secondary_containment_inadequate_fu,displayChoicesList,object,"[{""choice_list_name"":""followup_values"",""data_value"":1,""display"":{""text"":""Report as Emergency""},""_row_num"":15},{""choice_list_name"":""followup_values"",""data_value"":2,""display"":{""text"":""Repair Needed""},""_row_num"":16},{""choice_list_name"":""followup_values"",""data_value"":3,""display"":{""text"":""Replacement Needed""},""_row_num"":17}]"
Column,secondary_containment_inadequate_fu,displayFormat,string,""
Column,secondary_containment_inadequate_fu,displayName,string,"""secondary_containment_inadequate_fu"""
Column,secondary_containment_inadequate_fu,displayVisible,boolean,TRUE
Column,secondary_containment_inadequate_fu,joins,object,""
Column,spill_material_needed,displayChoicesList,object,"[{""choice_list_name"":""yesno"",""data_value"":""Yes"",""display"":{""text"":""Yes""},""_row_num"":12},{""choice_list_name"":""yesno"",""data_value"":""No"",""display"":{""text"":""No""},""_row_num"":13},{""choice_list_name"":""yesno"",""data_value"":""N/A"",""display"":{""text"":""NA""},""_row_num"":14}]"
Column,spill_material_needed,displayFormat,string,""
Column,spill_material_needed,displayName,string,"""spill_material_needed"""
Column,spill_material_needed,displayVisible,boolean,TRUE
Column,spill_material_needed,joins,object,""
Column,spill_material_needed_custom,displayChoicesList,object,[]
Column,spill_material_needed_custom,displayFormat,string,""
Column,spill_material_needed_custom,displayName,string,"""spill_material_needed_custom"""
Column,spill_material_needed_custom,displayVisible,boolean,TRUE
Column,spill_material_needed_custom,joins,object,""
Column,spill_material_needed_fu,displayChoicesList,object,"[{""choice_list_name"":""followup_values"",""data_value"":1,""display"":{""text"":""Report as Emergency""},""_row_num"":15},{""choice_list_name"":""followup_values"",""data_value"":2,""display"":{""text"":""Repair Needed""},""_row_num"":16},{""choice_list_name"":""followup_values"",""data_value"":3,""display"":{""text"":""Replacement Needed""},""_row_num"":17}]"
Column,spill_material_needed_fu,displayFormat,string,""
Column,spill_material_needed_fu,displayName,string,"""spill_material_needed_fu"""
Column,spill_material_needed_fu,displayVisible,boolean,TRUE
Column,spill_material_needed_fu,joins,object,""
Column,spillage_staining,displayChoicesList,object,"[{""choice_list_name"":""yesno"",""data_value"":""Yes"",""display"":{""text"":""Yes""},""_row_num"":12},{""choice_list_name"":""yesno"",""data_value"":""No"",""display"":{""text"":""No""},""_row_num"":13},{""choice_list_name"":""yesno"",""data_value"":""N/A"",""display"":{""text"":""NA""},""_row_num"":14}]"
Column,spillage_staining,displayFormat,string,""
Column,spillage_staining,displayName,string,"""spillage_staining"""
Column,spillage_staining,displayVisible,boolean,TRUE
Column,spillage_staining,joins,object,""
Column,spillage_staining_custom,displayChoicesList,object,[]
Column,spillage_staining_custom,displayFormat,string,""
Column,spillage_staining_custom,displayName,string,"""spillage_staining_custom"""
Column,spillage_staining_custom,displayVisible,boolean,TRUE
Column,spillage_staining_custom,joins,object,""
Column,spillage_staining_fu,displayChoicesList,object,"[{""choice_list_name"":""followup_values"",""data_value"":1,""display"":{""text"":""Report as Emergency""},""_row_num"":15},{""choice_list_name"":""followup_values"",""data_value"":2,""display"":{""text"":""Repair Needed""},""_row_num"":16},{""choice_list_name"":""followup_values"",""data_value"":3,""display"":{""text"":""Replacement Needed""},""_row_num"":17}]"
Column,spillage_staining_fu,displayFormat,string,""
Column,spillage_staining_fu,displayName,string,"""spillage_staining_fu"""
Column,spillage_staining_fu,displayVisible,boolean,TRUE
Column,spillage_staining_fu,joins,object,""
Column,transf_pump_leaking,displayChoicesList,object,"[{""choice_list_name"":""yesno"",""data_value"":""Yes"",""display"":{""text"":""Yes""},""_row_num"":12},{""choice_list_name"":""yesno"",""data_value"":""No"",""display"":{""text"":""No""},""_row_num"":13},{""choice_list_name"":""yesno"",""data_value"":""N/A"",""display"":{""text"":""NA""},""_row_num"":14}]"
Column,transf_pump_leaking,displayFormat,string,""
Column,transf_pump_leaking,displayName,string,"""transf_pump_leaking"""
Column,transf_pump_leaking,displayVisible,boolean,TRUE
Column,transf_pump_leaking,joins,object,""
Column,transf_pump_leaking_custom,displayChoicesList,object,[]
Column,transf_pump_leaking_custom,displayFormat,string,""
Column,transf_pump_leaking_custom,displayName,string,"""transf_pump_leaking_custom"""
Column,transf_pump_leaking_custom,displayVisible,boolean,TRUE
Column,transf_pump_leaking_custom,joins,object,""
Column,transf_pump_leaking_fu,displayChoicesList,object,"[{""choice_list_name"":""followup_values"",""data_value"":1,""display"":{""text"":""Report as Emergency""},""_row_num"":15},{""choice_list_name"":""followup_values"",""data_value"":2,""display"":{""text"":""Repair Needed""},""_row_num"":16},{""choice_list_name"":""followup_values"",""data_value"":3,""display"":{""text"":""Replacement Needed""},""_row_num"":17}]"
Column,transf_pump_leaking_fu,displayFormat,string,""
Column,transf_pump_leaking_fu,displayName,string,"""transf_pump_leaking_fu"""
Column,transf_pump_leaking_fu,displayVisible,boolean,TRUE
Column,transf_pump_leaking_fu,joins,object,""
Column,unstable_surface,displayChoicesList,object,"[{""choice_list_name"":""yesno"",""data_value"":""Yes"",""display"":{""text"":""Yes""},""_row_num"":12},{""choice_list_name"":""yesno"",""data_value"":""No"",""display"":{""text"":""No""},""_row_num"":13},{""choice_list_name"":""yesno"",""data_value"":""N/A"",""display"":{""text"":""NA""},""_row_num"":14}]"
Column,unstable_surface,displayFormat,string,""
Column,unstable_surface,displayName,string,"""unstable_surface"""
Column,unstable_surface,displayVisible,boolean,TRUE
Column,unstable_surface,joins,object,""
Column,unstable_surface_custom,displayChoicesList,object,[]
Column,unstable_surface_custom,displayFormat,string,""
Column,unstable_surface_custom,displayName,string,"""unstable_surface_custom"""
Column,unstable_surface_custom,displayVisible,boolean,TRUE
Column,unstable_surface_custom,joins,object,""
Column,unstable_surface_fu,displayChoicesList,object,"[{""choice_list_name"":""followup_values"",""data_value"":1,""display"":{""text"":""Report as Emergency""},""_row_num"":15},{""choice_list_name"":""followup_values"",""data_value"":2,""display"":{""text"":""Repair Needed""},""_row_num"":16},{""choice_list_name"":""followup_values"",""data_value"":3,""display"":{""text"":""Replacement Needed""},""_row_num"":17}]"
Column,unstable_surface_fu,displayFormat,string,""
Column,unstable_surface_fu,displayName,string,"""unstable_surface_fu"""
Column,unstable_surface_fu,displayVisible,boolean,TRUE
Column,unstable_surface_fu,joins,object,""
FormType,default,FormType.formType,string,SURVEY
SurveyUtil,default,SurveyUtil.formId,string,MiscMonthlyInspectionContainerForSPCCP
Table,default,colOrder,array,"[""inspection_id"",""container"",""capacity"",""contents"",""spillage_staining"",""spillage_staining_fu"",""spillage_staining_custom"",""container_damaged_leaking"",""container_damaged_leaking_fu"",""container_damaged_leaking_custom"",""unstable_surface"",""unstable_surface_fu"",""unstable_surface_custom"",""access_blocked_inspection"",""access_blocked_inspection_fu"",""access_blocked_inspection_custom"",""guage_doesnot_function"",""guage_doesnot_function_fu"",""guage_doesnot_function_custom"",""label_sign_missing"",""label_sign_missing_fu"",""label_sign_missing_custom"",""secondary_containment_inadequate"",""secondary_containment_inadequate_fu"",""secondary_containment_inadequate_custom"",""transf_pump_leaking"",""transf_pump_leaking_fu"",""transf_pump_leaking_custom"",""spill_material_needed"",""spill_material_needed_fu"",""spill_material_needed_custom""]"
Table,default,defaultViewType,string,SPREADSHEET
Table,default,displayName,object,"""Monthly Inspection Misc Container"""
Table,default,groupByCols,object,[]
Table,default,indexCol,string,""
Table,default,sortCol,string,""
Table,default,sortOrder,string,""
